% site name: KAGA
% Time      North     err   East      err    Up       err
% year      mm        mm    mm        mm     mm       mm
2015.2660    17.4     2.4   -38.0     2.5    43.8     3.9
2015.2683    19.6     2.6   -37.6     2.5    43.6     4.0
2015.2710    19.8     2.4   -36.4     2.7    45.0     3.9
2015.2740    19.1     2.2   -35.6     2.5    43.7     4.0
2015.2764    20.5     2.7   -34.1     3.0    47.0     3.8
2015.2792    18.9     2.3   -36.7     2.5    42.3     3.7
2015.2820    18.8     2.6   -36.2     2.7    43.2     4.0
2015.2850    19.2     2.6   -36.7     2.5    40.9     3.8
2015.2874    19.1     2.4   -36.6     2.5    42.4     3.8
2015.2901    18.9     2.2   -36.6     3.6    36.9     3.7
2015.2930    20.3     2.3   -37.7     2.7    44.1     3.7
2015.2960    20.4     2.2   -35.4     2.8    40.8     3.8
2015.2984    19.9     2.2   -36.3     2.6    36.5     4.2
2015.3011    20.2     2.9   -36.5     2.4    36.4     3.9
2015.3040    19.4     2.3   -34.4     2.8    36.9     3.9
2015.3070    20.1     2.3   -37.3     2.5    34.0     3.9
2015.3093    19.2     2.5   -37.5     2.8    35.6     4.7
2015.3121    19.9     2.4   -37.7     2.7    33.6     4.0
2015.3150    19.1     2.5   -38.0     2.5    33.5     3.7
2015.3180    19.4     2.3   -39.0     2.4    33.6     4.0
2015.3203    17.8     2.4   -37.5     2.3    34.6     4.0
2015.3231    17.9     2.8   -37.2     2.4    35.4     4.1
2015.3260    19.2     2.6   -37.4     2.4    37.6     4.1
2015.3284    16.3     2.2   -37.7     3.0    32.4     5.1
2015.3312    19.0     2.3   -37.8     2.5    35.5     4.6
2015.3340    20.0     2.4   -37.5     2.5    35.7     4.1
2015.3370    19.1     2.5   -37.2     2.6    33.3     4.1
2015.3394    18.6     2.5   -38.8     2.6    35.9     3.9
2015.3422    19.1     2.6   -38.6     2.6    36.8     4.2
2015.3450    18.6     2.2   -37.5     2.3    34.3     4.4
2015.3480    19.9     2.3   -37.0     2.6    35.6     4.0
2015.3504    18.5     2.3   -35.6     2.9    34.2     4.2
2015.3531    17.2     2.4   -38.7     2.7    26.6     3.9
2015.3560    17.5     2.3   -38.9     2.3    29.1     3.9
2015.3590    18.8     2.4   -38.5     2.3    34.7     3.7
2015.3614    19.3     2.3   -40.5     2.5    35.2     3.7
2015.3641    20.6     2.2   -38.0     2.6    34.7     4.0
2015.3670    20.0     2.4   -39.8     2.5    38.8     3.9
2015.3700    20.5     2.3   -38.8     2.7    36.0     4.3
2015.3723    19.8     2.3   -40.5     2.4    34.0     4.4
2015.3751    19.7     2.2   -39.3     2.3    31.5     4.2
2015.3780    18.7     2.1   -38.3     2.5    31.9     4.0
2015.3810    19.2     2.3   -39.9     2.5    40.7     4.1
2015.3833    20.8     2.4   -38.0     2.5    39.7     3.9
2015.3860    20.3     2.3   -39.8     2.5    33.8     4.5
2015.3890    18.6     2.3   -39.6     2.3    38.9     4.1
2015.3914    18.2     2.2   -40.8     2.3    39.0     3.9
2015.3942    20.0     2.6   -39.7     2.5    33.7     3.8
2015.3970    19.4     2.4   -39.3     2.3    35.4     4.0
2015.4000    20.5     2.2   -38.7     2.3    29.2     4.1
2015.4024    20.3     2.3   -39.7     2.3    30.4     4.5
2015.4051    19.0     2.2   -39.5     2.3    34.5     5.0
2015.4080    18.6     2.4   -41.3     2.5    40.3     4.3
2015.4110    19.9     2.4   -41.9     2.6    39.5     4.0
2015.4134    19.9     2.7   -39.2     2.3    38.2     4.0
2015.4161    19.7     2.5   -40.2     2.5    32.3     4.1
2015.4190    19.9     2.3   -39.4     2.4    32.2     4.4
2015.4220    18.7     2.4   -40.9     2.8    35.9     4.8
2015.4243    19.2     2.2   -39.6     2.5    32.5     4.0
2015.4271    19.2     2.4   -39.0     2.3    31.0     3.8
2015.4300    19.6     2.4   -40.3     2.5    33.8     4.0
2015.4330    19.0     2.4   -40.1     2.4    33.6     4.0
2015.4353    18.6     2.4   -37.3     2.5    33.6     3.8
2015.4381    19.1     2.3   -38.4     2.6    32.5     3.7
2015.4410    19.3     2.3   -39.4     3.0    34.7     3.8
2015.4434    22.1     2.1   -40.6     2.8    32.7     3.7
2015.4462    21.5     2.2   -41.8     2.5    33.6     4.7
2015.4490    21.5     2.3   -40.9     2.5    30.2     4.7
2015.4520    20.9     2.2   -41.9     2.4    34.3     4.4
2015.4544    21.2     2.5   -40.4     2.5    34.8     4.5
2015.4572    20.7     2.5   -40.3     2.8    39.0     3.9
2015.4600    20.4     2.4   -41.1     2.5    35.0     3.9
2015.4630    19.5     2.2   -40.3     2.5    35.6     4.2
2015.4654    19.5     2.3   -40.6     2.5    32.7     4.0
2015.4681    18.7     2.3   -39.9     2.5    30.2     3.9
2015.4710    18.8     2.5   -41.0     2.3    31.0     4.0
2015.4740    19.9     2.4   -39.2     2.3    34.9     4.0
2015.4764    20.2     2.2   -43.0     2.5    35.2     3.9
2015.4791    19.8     2.3   -41.5     2.4    32.4     4.3
2015.4820    20.4     2.2   -39.6     2.6    37.2     3.8
2015.4850    19.6     2.4   -39.8     2.6    35.8     4.0
2015.4873    20.1     2.5   -40.8     2.5    30.0     4.0
2015.4901    18.8     2.8   -42.0     2.4    32.7     4.2
2015.4930    20.9     2.5   -40.5     2.4    34.0     3.8
2015.4960    19.7     2.2   -41.8     2.3    36.4     3.9
2015.4982    19.2     2.3   -40.5     2.6    33.1     3.9
2015.5010    19.2     2.4   -42.3     2.5    29.8     3.8
2015.5040    21.8     2.5   -40.6     2.4    31.4     3.8
2015.5064    19.3     2.7   -40.5     2.3    33.7     3.9
2015.5092    19.2     2.3   -41.9     2.4    33.0     4.0
2015.5120    21.6     2.3   -41.6     2.5    32.5     4.7
2015.5150    21.2     2.4   -41.7     2.6    34.2     4.2
2015.5174    18.6     2.4   -40.5     2.8    38.1     3.7
2015.5201    20.1     2.3   -42.9     2.6    35.1     3.7
2015.5230    19.9     2.2   -42.0     2.4    40.1     3.7
2015.5260    20.1     2.3   -42.2     2.4    34.5     4.1
2015.5284    21.1     2.2   -43.3     2.5    39.1     4.5
2015.5311    20.0     2.6   -42.3     2.8    36.7     4.1
2015.5340    20.6     2.6   -42.9     2.8    43.1     4.0
2015.5370    21.8     2.5   -41.3     2.3    43.4     3.9
2015.5393    21.1     2.5   -43.9     2.3    41.0     3.8
2015.5421    20.6     2.3   -41.6     2.5    36.5     4.0
2015.5450    21.5     2.3   -41.5     2.5    36.6     3.8
2015.5480    19.3     2.5   -42.8     2.3    39.2     3.6
2015.5502    19.4     2.4   -41.2     2.3    36.4     3.7
2015.5531    20.7     2.3   -43.8     2.3    42.8     3.6
2015.5560    20.2     2.2   -43.3     2.3    36.7     3.7
2015.5584    20.2     2.2   -43.1     2.8    40.6     3.8
2015.5612    22.0     2.3   -42.5     2.8    42.8     3.7
2015.5640    20.3     2.5   -43.0     2.6    44.4     3.7
2015.5670    20.2     2.3   -43.5     2.6    46.9     3.7
2015.5694    19.9     2.2   -44.7     2.5    44.5     3.7
2015.5722    18.7     2.2   -43.7     2.5    48.2     3.8
2015.5750    20.2     2.4   -44.5     2.5    45.7     3.7
2015.5780    21.0     2.2   -43.3     2.5    45.9     3.7
2015.5804    19.8     2.3   -44.2     2.3    43.4     3.7
2015.5831    19.5     2.3   -44.8     2.4    42.9     4.2
2015.5860    20.9     2.3   -44.2     2.4    41.6     3.7
2015.5890    20.5     2.2   -43.1     2.5    41.0     3.7
2015.5914    21.5     2.3   -43.1     2.6    47.5     3.7
2015.5941    22.8     2.2   -44.8     2.3    48.1     4.1
2015.5970    19.9     2.7   -42.7     2.4    49.9     3.9
2015.6000    19.4     2.4   -42.8     2.4    51.6     3.7
2015.6022    19.1     2.2   -43.2     2.6    48.9     4.4
2015.6051    19.5     2.2   -43.7     2.4    51.9     3.7
2015.6080    21.2     2.2   -44.3     2.5    45.9     3.6
2015.6110    22.7     2.3   -43.4     2.3    47.2     3.8
2015.6132    22.3     2.5   -43.7     2.3    45.7     3.7
2015.6160    21.0     2.4   -43.0     2.3    45.8     3.8
2015.6214    22.3     2.4   -43.5     2.3    51.6     3.7
2015.6242    21.9     2.3   -45.5     2.4    47.6     3.7
2015.6270    22.7     2.3   -43.5     2.7    44.2     3.7
2015.6300    20.6     2.4   -42.7     2.5    49.9     3.6
2015.6324    22.9     2.3   -43.8     2.2    53.1     3.6
2015.6351    21.4     2.2   -43.5     2.3    50.3     3.7
2015.6380    22.0     2.2   -44.5     2.3    47.5     3.6
2015.6410    21.4     2.2   -45.7     2.4    44.8     3.7
2015.6434    20.8     2.2   -44.3     2.6    47.2     3.7
2015.6461    21.9     2.3   -44.9     2.4    45.3     3.7
2015.6490    22.9     2.2   -44.7     2.4    49.3     3.7
2015.6520    22.9     2.2   -45.4     2.3    57.2     3.6
2015.6542    22.1     2.2   -45.7     2.3    53.2     3.7
2015.6571    21.4     2.1   -46.3     2.5    48.0     3.7
2015.6600    21.5     2.3   -46.1     2.3    47.9     3.6
2015.6630    20.1     2.2   -46.0     2.2    51.3     3.6
2015.6652    21.2     2.1   -44.9     2.2    45.1     3.6
2015.6680    20.5     2.2   -45.3     2.2    49.5     3.7
2015.6710    23.1     2.4   -44.4     2.2    50.5     3.6
2015.6734    23.7     2.2   -44.5     2.3    46.5     3.7
2015.6762    24.1     2.2   -44.0     2.3    50.1     4.2
2015.6790    22.9     2.2   -44.4     2.2    50.7     3.9
2015.6820    23.1     2.4   -43.5     2.3    51.7     3.8
2015.6844    23.3     2.3   -45.1     2.3    58.5     4.1
2015.6872    24.2     2.2   -44.8     2.3    56.8     3.7
2015.6900    24.8     2.6   -47.2     2.3    54.9     3.8
2015.6930    23.3     2.1   -45.1     2.3    53.6     4.0
2015.6954    22.6     2.2   -45.3     2.3    55.5     4.0
2015.6981    23.9     2.2   -45.5     2.6    51.5     3.8
2015.7010    24.3     2.2   -44.6     2.2    51.8     4.0
2015.7040    22.7     2.3   -45.4     2.3    51.3     3.8
2015.7064    23.6     2.2   -45.2     2.2    46.6     3.9
2015.7091    24.6     2.1   -47.6     2.5    49.6     3.6
2015.7120    24.8     2.2   -46.3     2.3    52.6     3.6
2015.7150    24.8     2.2   -45.6     2.3    56.5     3.8
2015.7172    23.0     2.2   -47.0     2.5    56.1     4.3
2015.7200    24.6     2.2   -48.8     2.3    55.3     4.0
2015.7230    25.5     2.2   -46.2     2.2    53.2     4.7
2015.7260    24.1     2.2   -47.2     2.3    53.9     3.7
2015.7282    24.0     2.2   -46.7     2.2    52.3     3.7
2015.7310    22.7     2.1   -47.4     2.3    52.7     3.8
2015.7340    22.6     2.2   -46.6     2.3    49.8     3.7
2015.7364    23.4     2.2   -47.2     2.3    52.1     3.7
2015.7392    23.0     2.2   -46.7     2.2    53.4     3.7
2015.7420    24.1     2.2   -47.7     2.2    49.7     3.7
2015.7450    23.8     2.2   -45.6     2.2    57.0     3.6
2015.7474    23.6     2.2   -45.8     2.2    53.3     3.7
2015.7501    21.9     2.2   -46.4     2.2    50.3     3.8
2015.7530    23.1     2.2   -48.0     2.2    48.7     3.8
2015.7560    22.9     2.2   -46.5     2.3    51.1     3.7
2015.7584    23.4     2.2   -49.2     2.3    49.4     3.7
2015.7611    23.1     2.4   -47.3     2.3    48.6     3.6
2015.7640    24.9     2.3   -49.2     2.2    50.5     3.7
2015.7670    23.7     2.3   -48.9     2.3    48.1     3.9
2015.7692    25.0     2.4   -46.1     2.2    43.9     3.9
2015.7720    24.2     2.2   -47.8     2.2    48.8     4.7
2015.7750    24.2     2.3   -48.0     2.2    51.4     3.8
2015.7780    24.2     2.3   -46.4     2.2    55.1     3.8
2015.7802    25.0     2.4   -47.8     2.2    58.1     3.7
2015.7830    23.2     2.3   -47.9     2.2    53.0     3.8
2015.7860    23.8     2.3   -48.8     2.2    45.2     3.7
2015.7884    24.6     2.3   -47.8     2.5    49.9     3.7
2015.7912    22.1     2.2   -47.2     2.3    51.7     3.7
2015.7970    21.9     2.2   -47.9     2.3    50.1     3.8
2015.7994    23.6     2.2   -48.1     2.5    51.0     3.8
2015.8022    25.2     2.3   -48.2     2.2    48.1     4.3
2015.8050    24.6     2.5   -49.8     2.3    49.2     3.7
2015.8080    24.2     2.4   -49.5     2.3    56.1     3.8
2015.8104    26.0     2.5   -50.7     2.5    55.9     3.7
2015.8131    24.4     2.2   -48.7     2.3    52.7     3.8
2015.8160    23.2     2.1   -48.4     2.3    49.5     3.9
2015.8214    24.2     2.3   -47.7     2.3    50.7     3.7
2015.8240    24.9     2.2   -47.3     2.3    52.1     3.7
2015.8270    25.8     2.1   -49.7     2.2    50.5     3.8
2015.8300    26.8     2.2   -49.2     2.2    52.9     3.7
2015.8322    25.0     2.2   -49.5     2.3    51.6     3.8
2015.8350    25.9     2.2   -50.6     2.5    53.8     3.7
2015.8380    26.4     2.2   -49.5     2.5    50.0     3.8
2015.8410    25.8     2.3   -50.5     2.5    52.8     3.7
2015.8432    26.8     2.3   -50.4     2.3    47.8     3.9
2015.8460    26.1     2.2   -50.9     2.3    48.5     3.9
2015.8490    26.1     2.2   -49.5     2.3    52.9     4.0
2015.8514    28.2     2.2   -49.6     2.2    52.7     4.0
2015.8542    25.5     2.2   -51.7     2.3    59.8     3.8
2015.8570    25.2     2.4   -48.7     2.2    55.3     3.8
2015.8600    25.2     2.3   -50.5     2.2    60.4     3.8
2015.8624    26.3     2.6   -50.3     2.2    53.1     4.0
2015.8651    25.8     2.3   -49.6     2.2    55.0     4.3
2015.8680    24.9     2.3   -51.0     2.3    54.8     4.3
2015.8710    23.9     2.2   -51.1     2.3    48.2     4.7
2015.8734    24.9     2.2   -51.1     2.2    48.6     3.8
2015.8760    25.3     2.1   -49.6     2.3    51.1     4.1
2015.8790    25.2     2.2   -51.3     2.2    52.8     3.9
2015.8820    25.9     2.2   -51.3     2.2    53.5     3.7
2015.8842    26.5     2.2   -49.5     2.4    48.4     3.8
2015.8870    26.5     2.2   -51.6     2.3    49.7     4.1
2015.8900    24.3     2.5   -51.0     2.6    52.6     3.8
2015.8930    23.9     2.2   -51.3     2.3    53.3     4.0
2015.8952    25.3     2.3   -52.3     2.3    57.8     4.0
2015.8980    26.4     2.1   -51.5     2.3    50.5     4.1
2015.9010    25.6     2.2   -51.3     2.3    51.6     4.2
2015.9034    25.2     2.3   -50.9     2.3    51.8     3.8
2015.9062    25.0     2.2   -49.9     2.2    53.9     3.7
2015.9090    25.0     2.2   -51.3     2.2    55.0     3.7
2015.9120    23.0     2.3   -52.3     2.3    56.5     3.8
2015.9144    25.3     2.2   -50.5     2.3    53.0     3.8
2015.9172    26.6     2.3   -52.9     2.5    55.9     3.7
2015.9200    25.1     2.2   -50.1     2.3    55.2     4.0
2015.9230    23.0     2.3   -50.3     2.3    56.6     3.9
2015.9254    23.6     2.2   -49.4     2.3    55.3     3.9
2015.9281    23.8     2.3   -52.3     2.3    54.1     4.2
2015.9310    24.2     2.3   -53.7     2.3    55.0     4.0
2015.9340    24.6     2.3   -50.8     2.3    56.3     4.0
2015.9364    24.0     2.3   -50.2     2.2    54.5     3.7
2015.9390    23.5     2.3   -50.7     2.3    52.9     4.3
2015.9420    23.6     2.3   -50.6     2.3    51.8     3.8
2015.9472    25.5     2.3   -51.6     2.3    51.8     4.2
2015.9500    25.3     2.3   -52.2     2.3    49.3     3.9
2015.9530    27.7     2.5   -52.2     2.3    54.3     3.8
2015.9560    26.9     2.5   -51.8     2.5    52.6     3.8
2015.9582    24.8     2.7   -50.8     2.3    53.3     4.2
2015.9610    27.1     2.3   -53.0     2.3    53.1     3.8
